time_s,p_hull_kg_m_s,p_photon_kg_m_s,p_total_kg_m_s
1.0280000000000002e-06,-1.7330675214288343e-07,1.7330675214287755e-07,-5.8762910715767086e-21
1.029e-06,-1.6842688765711452e-07,1.6842688765710864e-07,-5.8762910715767086e-21
1.03e-06,-1.635470231713456e-07,1.635470231713397e-07,-5.9027608511784055e-21
1.0310000000000002e-06,-1.586671586855767e-07,1.586671586855708e-07,-5.9027608511784055e-21
1.032e-06,-1.537872941998078e-07,1.5378729419980187e-07,-5.929230630780102e-21
1.033e-06,-1.489074297140389e-07,1.4890742971403296e-07,-5.929230630780102e-21
1.034e-06,-1.4402756522827e-07,1.4402756522826406e-07,-5.929230630780102e-21
1.035e-06,-1.3914770074250108e-07,1.3914770074249513e-07,-5.955700410381799e-21
1.0360000000000001e-06,-1.3426783625673217e-07,1.3426783625672622e-07,-5.955700410381799e-21
1.037e-06,-1.2938797177096327e-07,1.2938797177095729e-07,-5.982170189983496e-21
1.038e-06,-1.2450810728519436e-07,1.2450810728518838e-07,-5.982170189983496e-21
1.0390000000000001e-06,-1.1962824279942546e-07,1.1962824279941945e-07,-6.008639969585193e-21
1.04e-06,-1.1474837831365655e-07,1.1474837831365054e-07,-6.008639969585193e-21
1.041e-06,-1.0986851382788764e-07,1.0986851382788162e-07,-6.0218748593860415e-21
1.0420000000000001e-06,-1.0498864934211875e-07,1.049886493421127e-07,-6.048344638987738e-21
1.043e-06,-1.0010878485634987e-07,1.0010878485634378e-07,-6.088049308390284e-21
1.044e-06,-9.522892037058099e-08,9.522892037057486e-08,-6.127753977792829e-21
1.0450000000000002e-06,-9.034905588481211e-08,9.034905588480596e-08,-6.154223757394526e-21
1.046e-06,-8.546919139904323e-08,8.546919139903704e-08,-6.193928426797071e-21
1.047e-06,-8.058932691327435e-08,8.058932691326812e-08,-6.2336330961996166e-21
1.048e-06,-7.570946242750547e-08,7.57094624274992e-08,-6.273337765602162e-21
1.049e-06,-7.082959794173659e-08,7.082959794173028e-08,-6.313042435004707e-21
1.0500000000000001e-06,-6.594973345596771e-08,6.594973345596136e-08,-6.3527471044072525e-21
1.051e-06,-6.106986897019883e-08,6.106986897019244e-08,-6.392451773809798e-21
1.052e-06,-5.619000448442991e-08,5.6190004484423526e-08,-6.385834328909374e-21
1.0530000000000001e-06,-5.131013999866099e-08,5.1310139998654606e-08,-6.385834328909374e-21
1.054e-06,-4.643027551289207e-08,4.643027551288569e-08,-6.385834328909374e-21
1.055e-06,-4.155041102712315e-08,4.1550411027116774e-08,-6.3792168840089494e-21
1.0560000000000001e-06,-3.6670546541354234e-08,3.6670546541347854e-08,-6.3792168840089494e-21
1.057e-06,-3.1790682055585314e-08,3.1790682055578935e-08,-6.3792168840089494e-21
1.058e-06,-2.6910817569816388e-08,2.6910817569810015e-08,-6.372599439108525e-21
1.0590000000000002e-06,-2.2030953084047468e-08,2.20309530840411e-08,-6.369290716658313e-21
1.06e-06,-1.715108859827855e-08,1.7151088598272183e-08,-6.365981994208101e-21
1.061e-06,-1.227122411250963e-08,1.2271224112503263e-08,-6.365981994208101e-21
1.0620000000000002e-06,-7.39135962674071e-09,7.391359626734345e-09,-6.364327632982995e-21
1.063e-06,-2.51149514097179e-09,2.5114951409654274e-09,-6.362673271757889e-21
1.064e-06,2.3683693447971294e-09,-2.3683693448034905e-09,-6.361018910532783e-21
1.065e-06,-2.5066152764860183e-09,2.506615276479658e-09,-6.36019172992023e-21
1.066e-06,-7.381599897769169e-09,7.381599897762807e-09,-6.362673271757889e-21
1.0670000000000001e-06,-1.2256584519052322e-08,1.2256584519045956e-08,-6.365981994208101e-21
1.068e-06,-1.7131569140335475e-08,1.7131569140329102e-08,-6.372599439108525e-21
1.069e-06,-2.2006553761618628e-08,2.200655376161225e-08,-6.375908161558737e-21
1.0700000000000001e-06,-2.6881538382901774e-08,2.68815383828954e-08,-6.372599439108525e-21
1.071e-06,-3.1756523004184926e-08,3.175652300417855e-08,-6.3792168840089494e-21
1.072e-06,-3.663150762546807e-08,3.66315076254617e-08,-6.372599439108525e-21
1.0730000000000001e-06,-4.150649224675122e-08,4.1506492246744846e-08,-6.372599439108525e-21
1.074e-06,-4.6381476868034365e-08,4.6381476868028e-08,-6.365981994208101e-21
1.075e-06,-5.125646148931751e-08,5.1256461489311145e-08,-6.365981994208101e-21
1.0760000000000002e-06,-5.613144611060066e-08,5.613144611059429e-08,-6.365981994208101e-21
1.077e-06,-6.100643073188384e-08,6.100643073187744e-08,-6.405686663610646e-21
1.078e-06,-6.588141535316702e-08,6.58814153531606e-08,-6.418921553411495e-21
1.0790000000000002e-06,-7.075639997445019e-08,7.075639997444374e-08,-6.445391333013192e-21
1.08e-06,-7.563138459573336e-08,7.563138459572689e-08,-6.4718611126148885e-21
1.0810000000000001e-06,-8.050636921701653e-08,8.050636921701003e-08,-6.4983308922165854e-21
1.082e-06,-8.53813538382997e-08,8.538135383829318e-08,-6.524800671818282e-21
1.083e-06,-9.025633845958288e-08,9.025633845957633e-08,-6.551270451419979e-21
1.0840000000000001e-06,-9.513132308086605e-08,9.513132308085949e-08,-6.564505341220828e-21
1.085e-06,-1.0000630770214922e-07,1.0000630770214263e-07,-6.5909751208225245e-21
1.086e-06,-1.048812923234324e-07,1.0488129232342578e-07,-6.6174449004242214e-21
1.0870000000000001e-06,-1.0975627694471553e-07,1.0975627694470892e-07,-6.604210010623373e-21
1.088e-06,-1.1463126156599867e-07,1.1463126156599207e-07,-6.604210010623373e-21
1.089e-06,-1.1950624618728185e-07,1.1950624618727523e-07,-6.6174449004242214e-21
1.0900000000000002e-06,-1.2438123080856502e-07,1.2438123080855838e-07,-6.643914680025918e-21
1.091e-06,-1.292562154298482e-07,1.2925621542984152e-07,-6.670384459627615e-21
1.092e-06,-1.3413120005113136e-07,1.3413120005112467e-07,-6.696854239229312e-21
1.0930000000000002e-06,-1.3900618467241454e-07,1.3900618467240781e-07,-6.723324018831009e-21
1.094e-06,-1.438811692936977e-07,1.4388116929369096e-07,-6.749793798432706e-21
1.095e-06,-1.4875615391498088e-07,1.487561539149741e-07,-6.776263578034403e-21
1.096e-06,-1.5363113853626406e-07,1.5363113853625725e-07,-6.8027333576361e-21
1.097e-06,-1.5850612315754723e-07,1.5850612315754043e-07,-6.8027333576361e-21
1.0980000000000001e-06,-1.633811077788304e-07,1.6338110777882357e-07,-6.829203137237796e-21
1.099e-06,-1.6825609240011357e-07,1.6825609240010672e-07,-6.855672916839493e-21
1.1e-06,-1.7313107702139675e-07,1.7313107702138986e-07,-6.88214269644119e-21
1.1010000000000001e-06,-1.7800606164267992e-07,1.78006061642673e-07,-6.908612476042887e-21
1.102e-06,-1.828810462639631e-07,1.8288104626395616e-07,-6.935082255644584e-21
1.103e-06,-1.8775603088524626e-07,1.877560308852393e-07,-6.961552035246281e-21
1.1040000000000001e-06,-1.9263101550652944e-07,1.9263101550652245e-07,-6.988021814847978e-21
1.105e-06,-1.975060001278126e-07,1.975060001278056e-07,-7.014491594449675e-21
1.106e-06,-1.9263589049115076e-07,1.9263589049114375e-07,-7.014491594449675e-21
1.1070000000000002e-06,-1.877657808544889e-07,1.8776578085448187e-07,-7.040961374051372e-21
1.108e-06,-1.8289567121782707e-07,1.8289567121782e-07,-7.067431153653068e-21
1.109e-06,-1.7802556158116522e-07,1.7802556158115815e-07,-7.067431153653068e-21
1.1100000000000002e-06,-1.7315545194450337e-07,1.7315545194449628e-07,-7.093900933254765e-21
1.111e-06,-1.6828534230784152e-07,1.682853423078344e-07,-7.120370712856462e-21
1.1120000000000001e-06,-1.6341523267117968e-07,1.6341523267117253e-07,-7.146840492458159e-21
1.113e-06,-1.5854512303451783e-07,1.5854512303451068e-07,-7.146840492458159e-21
1.114e-06,-1.5367501339785598e-07,1.536750133978488e-07,-7.173310272059856e-21
1.1150000000000001e-06,-1.4880490376119413e-07,1.4880490376118693e-07,-7.199780051661553e-21
1.116e-06,-1.4393479412453228e-07,1.4393479412452508e-07,-7.199780051661553e-21
1.117e-06,-1.3906468448787044e-07,1.390646844878632e-07,-7.22624983126325e-21
1.1180000000000001e-06,-1.341945748512086e-07,1.3419457485120134e-07,-7.252719610864947e-21
1.119e-06,-1.2932446521454674e-07,1.293244652145395e-07,-7.252719610864947e-21
1.12e-06,-1.244543555778849e-07,1.2445435557787762e-07,-7.279189390466644e-21
1.1210000000000002e-06,-1.1958424594122305e-07,1.1958424594121574e-07,-7.30565917006834e-21
1.122e-06,-1.147141363045612e-07,1.1471413630455388e-07,-7.318894059869189e-21
1.123e-06,-1.0984402666789933e-07,1.0984402666789202e-07,-7.30565917006834e-21
1.1240000000000002e-06,-1.0497391703123749e-07,1.0497391703123015e-07,-7.345363839470886e-21
1.125e-06,-1.0010380739457564e-07,1.0010380739456828e-07,-7.358598729271734e-21
1.126e-06,-9.52336977579138e-08,9.523369775790642e-08,-7.371833619072583e-21
1.127e-06,-9.036358812125195e-08,9.036358812124455e-08,-7.39830339867428e-21
1.128e-06,-8.54934784845901e-08,8.549347848458269e-08,-7.411538288475128e-21
1.1290000000000001e-06,-8.062336884792825e-08,8.062336884792083e-08,-7.424773178275976e-21
1.13e-06,-7.57532592112664e-08,7.575325921125895e-08,-7.451242957877673e-21
1.131e-06,-7.088314957460456e-08,7.088314957459709e-08,-7.464477847678522e-21
1.1320000000000001e-06,-6.601303993794271e-08,6.601303993793522e-08,-7.490947627280219e-21
1.133e-06,-6.114293030128086e-08,6.114293030127336e-08,-7.504182517081067e-21
1.134e-06,-5.6272820664619e-08,5.627282066461149e-08,-7.510799961981491e-21
1.1350000000000001e-06,-5.140271102795714e-08,5.140271102794963e-08,-7.510799961981491e-21
1.136e-06,-4.653260139129528e-08,4.653260139128776e-08,-7.517417406881916e-21
1.137e-06,-4.166249175463342e-08,4.1662491754625895e-08,-7.52403485178234e-21
1.1380000000000002e-06,-3.679238211797156e-08,3.679238211796403e-08,-7.530652296682764e-21
1.139e-06,-3.19222724813097e-08,3.1922272481302167e-08,-7.530652296682764e-21
1.14e-06,-2.705216284464783e-08,2.70521628446403e-08,-7.530652296682764e-21
1.1410000000000002e-06,-2.218205320798597e-08,2.2182053207978432e-08,-7.537269741583188e-21
1.142e-06,-1.73119435713241e-08,1.7311943571316568e-08,-7.533961019132976e-21
1.1430000000000001e-06,-1.2441833934662234e-08,1.24418339346547e-08,-7.533961019132976e-21
1.144e-06,-7.571724298000367e-09,7.571724297992836e-09,-7.530652296682764e-21
1.145e-06,-2.7016146613384992e-09,2.7016146613309694e-09,-7.529825116070211e-21
1.1460000000000001e-06,2.1684949753233682e-09,-2.1684949753308964e-09,-7.528170754845105e-21
1.147e-06,-2.6967445517018345e-09,2.696744551694307e-09,-7.527343574232552e-21
1.148e-06,-7.56198407872704e-09,7.56198407871951e-09,-7.530652296682764e-21
1.1490000000000001e-06,-1.2427223605752248e-08,1.2427223605744714e-08,-7.533961019132976e-21
1.15e-06,-1.7292463132777456e-08,1.729246313276992e-08,-7.537269741583188e-21
1.151e-06,-2.2157702659802657e-08,2.215770265979512e-08,-7.537269741583188e-21
1.1520000000000002e-06,-2.7022942186827858e-08,2.7022942186820324e-08,-7.533961019132976e-21
1.153e-06,-3.1888181713853066e-08,3.188818171384553e-08,-7.537269741583188e-21
1.154e-06,-3.675342124087827e-08,3.675342124087073e-08,-7.537269741583188e-21
1.1550000000000002e-06,-4.161866076790347e-08,4.161866076789594e-08,-7.530652296682764e-21
1.156e-06,-4.648390029492867e-08,4.648390029492114e-08,-7.530652296682764e-21
1.157e-06,-5.1349139821953883e-08,5.134913982194634e-08,-7.543887186483612e-21
1.158e-06,-5.62143793489791e-08,5.621437934897155e-08,-7.550504631384037e-21
1.159e-06,-6.107961887600433e-08,6.107961887599675e-08,-7.57035696608531e-21
1.1600000000000001e-06,-6.594485840302955e-08,6.594485840302196e-08,-7.596826745687006e-21
1.161e-06,-7.081009793005478e-08,7.081009793004716e-08,-7.623296525288703e-21
1.162e-06,-7.567533745708001e-08,7.567533745707236e-08,-7.6497663048904e-21
1.1630000000000001e-06,-8.054057698410524e-08,8.054057698409756e-08,-7.676236084492097e-21
1.164e-06,-8.540581651113046e-08,8.540581651112277e-08,-7.689470974292945e-21
1.165e-06,-9.027105603815569e-08,9.027105603814797e-08,-7.715940753894642e-21
1.1660000000000001e-06,-9.513629556518092e-08,9.513629556517318e-08,-7.742410533496339e-21
1.167e-06,-1.0000153509220615e-07,1.0000153509219838e-07,-7.768880313098036e-21
1.168e-06,-1.0486677461923137e-07,1.0486677461922358e-07,-7.795350092699733e-21
1.1690000000000002e-06,-1.0973201414625656e-07,1.0973201414624878e-07,-7.782115202898884e-21
1.17e-06,-1.1459725367328179e-07,1.1459725367327399e-07,-7.795350092699733e-21
1.171e-06,-1.1946249320030702e-07,1.1946249320029918e-07,-7.835054762102278e-21
1.1720000000000002e-06,-1.2432773272733224e-07,1.243277327273244e-07,-7.835054762102278e-21
1.173e-06,-1.2919297225435747e-07,1.291929722543496e-07,-7.861524541703975e-21
1.1740000000000001e-06,-1.340582117813827e-07,1.340582117813748e-07,-7.887994321305672e-21
1.175e-06,-1.3892345130840793e-07,1.389234513084e-07,-7.914464100907369e-21
1.176e-06,-1.4378869083543315e-07,1.437886908354252e-07,-7.940933880509066e-21
1.1770000000000001e-06,-1.4865393036245838e-07,1.4865393036245041e-07,-7.967403660110763e-21
1.178e-06,-1.535191698894836e-07,1.5351916988947561e-07,-7.99387343971246e-21
1.179e-06,-1.5838440941650884e-07,1.5838440941650082e-07,-8.020343219314156e-21
1.1800000000000001e-06,-1.6324964894353406e-07,1.6324964894352602e-07,-8.046812998915853e-21
1.181e-06,-1.681148884705593e-07,1.6811488847055122e-07,-8.07328277851755e-21
1.182e-06,-1.7298012799758452e-07,1.7298012799757642e-07,-8.099752558119247e-21
1.1830000000000002e-06,-1.7784536752460975e-07,1.7784536752460165e-07,-8.099752558119247e-21
1.184e-06,-1.8271060705163497e-07,1.8271060705162685e-07,-8.126222337720944e-21
1.185e-06,-1.875758465786602e-07,1.8757584657865205e-07,-8.152692117322641e-21
1.1860000000000002e-06,-1.9244108610568543e-07,1.9244108610567725e-07,-8.179161896924338e-21
1.187e-06,-1.9730632563271066e-07,1.9730632563270245e-07,-8.205631676526035e-21
1.188e-06,-1.924459513452125e-07,1.9244595134520426e-07,-8.232101456127731e-21
1.1890000000000002e-06,-1.8758557705771433e-07,1.875855770577061e-07,-8.232101456127731e-21
1.19e-06,-1.8272520277021617e-07,1.8272520277020791e-07,-8.258571235729428e-21
1.1910000000000001e-06,-1.77864828482718e-07,1.7786482848270973e-07,-8.285041015331125e-21
1.192e-06,-1.7300445419521985e-07,1.7300445419521157e-07,-8.285041015331125e-21
1.193e-06,-1.681440799077217e-07,1.6814407990771338e-07,-8.311510794932822e-21
1.1940000000000001e-06,-1.6328370562022353e-07,1.632837056202152e-07,-8.337980574534519e-21
1.195e-06,-1.5842333133272537e-07,1.5842333133271703e-07,-8.337980574534519e-21
1.196e-06,-1.535629570452272e-07,1.5356295704521884e-07,-8.364450354136216e-21
1.1970000000000001e-06,-1.4870258275772904e-07,1.4870258275772065e-07,-8.390920133737913e-21
1.198e-06,-1.4384220847023088e-07,1.438422084702225e-07,-8.390920133737913e-21
1.199e-06,-1.3898183418273272e-07,1.389818341827243e-07,-8.41738991333961e-21
1.2000000000000002e-06,-1.3412145989523456e-07,1.3412145989522612e-07,-8.443859692941307e-21
1.201e-06,-1.292610856077364e-07,1.2926108560772795e-07,-8.443859692941307e-21
1.202e-06,-1.2440071132023824e-07,1.2440071132022977e-07,-8.470329472543003e-21
1.2030000000000002e-06,-1.1954033703274008e-07,1.1954033703273158e-07,-8.4967992521447e-21
1.204e-06,-1.1467996274524191e-07,1.1467996274523342e-07,-8.4967992521447e-21
1.2050000000000001e-06,-1.0981958845774375e-07,1.0981958845773523e-07,-8.523269031746397e-21
1.206e-06,-1.049592141702456e-07,1.0495921417023705e-07,-8.549738811348094e-21
1.207e-06,-1.0009883988274747e-07,1.0009883988273888e-07,-8.58944348075064e-21
1.2080000000000001e-06,-9.523846559524933e-08,9.523846559524069e-08,-8.642383039954033e-21
1.209e-06,-9.03780913077512e-08,9.037809130774252e-08,-8.682087709356578e-21
1.21e-06,-8.551771702025306e-08,8.551771702024434e-08,-8.721792378759124e-21
1.2110000000000001e-06,-8.065734273275493e-08,8.065734273274616e-08,-8.774731937962518e-21
1.212e-06,-7.57969684452568e-08,7.579696844524798e-08,-8.814436607365063e-21
1.213e-06,-7.093659415775866e-08,7.09365941577498e-08,-8.854141276767608e-21
1.2140000000000002e-06,-6.607621987026053e-08,6.607621987025162e-08,-8.907080835971002e-21
1.215e-06,-6.121584558276239e-08,6.121584558275344e-08,-8.946785505373547e-21
1.216e-06,-5.6355471295264216e-08,5.635547129525527e-08,-8.946785505373547e-21
1.2170000000000002e-06,-5.149509700776604e-08,5.149509700775709e-08,-8.953402950273972e-21
1.218e-06,-4.663472272026787e-08,4.663472272025891e-08,-8.960020395174396e-21
1.219e-06,-4.177434843276969e-08,4.177434843276073e-08,-8.960020395174396e-21
1.2200000000000002e-06,-3.691397414527152e-08,3.691397414526255e-08,-8.96663784007482e-21
1.221e-06,-3.205359985777334e-08,3.205359985776437e-08,-8.973255284975244e-21
1.2220000000000001e-06,-2.7193225570275162e-08,2.7193225570266195e-08,-8.96663784007482e-21
1.223e-06,-2.2332851282776987e-08,2.2332851282768014e-08,-8.973255284975244e-21
1.224e-06,-1.7472476995278813e-08,1.7472476995269836e-08,-8.976564007425456e-21
1.2250000000000001e-06,-1.2612102707780638e-08,1.2612102707771658e-08,-8.979872729875668e-21
1.226e-06,-7.751728420282464e-09,7.75172842027348e-09,-8.98318145232588e-21
1.227e-06,-2.891354132784284e-09,2.891354132775301e-09,-8.98318145232588e-21
1.2280000000000001e-06,1.9690201547138954e-09,-1.969020154722878e-09,-8.982354271713328e-21
1.229e-06,-2.8864937584967856e-09,2.8864937584878024e-09,-8.98318145232588e-21
1.23e-06,-7.742007671707467e-09,7.742007671698483e-09,-8.98318145232588e-21
1.2310000000000002e-06,-1.2597521584918153e-08,1.2597521584909163e-08,-8.989798897226305e-21
1.232e-06,-1.745303549812884e-08,1.7453035498119842e-08,-8.996416342126729e-21
1.233e-06,-2.2308549411339518e-08,2.2308549411330525e-08,-8.993107619676517e-21
1.2340000000000002e-06,-2.7164063324550204e-08,2.7164063324541204e-08,-8.999725064576941e-21
1.235e-06,-3.2019577237760897e-08,3.2019577237751884e-08,-9.01295995437779e-21
1.2360000000000001e-06,-3.687509115097158e-08,3.687509115096256e-08,-9.019577399278214e-21
1.237e-06,-4.173060506418227e-08,4.173060506417324e-08,-9.026194844178638e-21
1.238e-06,-4.6586118977392955e-08,4.658611897738392e-08,-9.032812289079062e-21
1.2390000000000001e-06,-5.144163289060364e-08,5.14416328905946e-08,-9.039429733979486e-21
1.24e-06,-5.6297146803814327e-08,5.629714680380529e-08,-9.039429733979486e-21
1.241e-06,-6.115266071702505e-08,6.115266071701596e-08,-9.09236929318288e-21
1.2420000000000001e-06,-6.600817463023576e-08,6.600817463022665e-08,-9.118839072784577e-21
1.243e-06,-7.086368854344648e-08,7.086368854343733e-08,-9.145308852386274e-21
1.244e-06,-7.571920245665719e-08,7.5719202456648e-08,-9.18501352178882e-21
1.2450000000000002e-06,-8.05747163698679e-08,8.057471636985869e-08,-9.211483301390516e-21
1.246e-06,-8.543023028307861e-08,8.543023028306936e-08,-9.251187970793062e-21
1.247e-06,-9.028574419628933e-08,9.028574419628005e-08,-9.277657750394758e-21
1.2480000000000002e-06,-9.514125810950004e-08,9.514125810949072e-08,-9.317362419797304e-21
1.249e-06,-9.999677202271075e-08,9.999677202270141e-08,-9.343832199399e-21
1.25e-06,-1.0485228593592146e-07,1.0485228593591208e-07,-9.383536868801546e-21
1.2510000000000002e-06,-1.0970779984913216e-07,1.0970779984912277e-07,-9.396771758602394e-21
1.252e-06,-1.1456331376234282e-07,1.1456331376233345e-07,-9.370301979000698e-21
1.2530000000000001e-06,-1.194188276755535e-07,1.1941882767554414e-07,-9.370301979000698e-21
1.254e-06,-1.2427434158876422e-07,1.242743415887548e-07,-9.423241538204091e-21
1.255e-06,-1.2912985550197493e-07,1.2912985550196548e-07,-9.449711317805788e-21
1.2560000000000001e-06,-1.3398536941518565e-07,1.3398536941517617e-07,-9.476181097407485e-21
1.257e-06,-1.3884088332839636e-07,1.3884088332838686e-07,-9.502650877009182e-21
1.258e-06,-1.4369639724160707e-07,1.4369639724159752e-07,-9.555590436212576e-21
1.2590000000000001e-06,-1.4855191115481778e-07,1.485519111548082e-07,-9.582060215814273e-21
1.26e-06,-1.534074250680285e-07,1.534074250680189e-07,-9.60852999541597e-21
1.261e-06,-1.582629389812392e-07,1.5826293898122957e-07,-9.634999775017666e-21
1.2620000000000002e-06,-1.6311845289444992e-07,1.6311845289444026e-07,-9.661469554619363e-21
1.263e-06,-1.6797396680766063e-07,1.6797396680765092e-07,-9.714409113822757e-21
1.264e-06,-1.7282948072087135e-07,1.728294807208616e-07,-9.740878893424454e-21
1.2650000000000002e-06,-1.7768499463408206e-07,1.776849946340723e-07,-9.767348673026151e-21
1.266e-06,-1.8254050854729277e-07,1.8254050854728298e-07,-9.793818452627848e-21
1.2670000000000001e-06,-1.8739602246050348e-07,1.8739602246049366e-07,-9.820288232229545e-21
1.2680000000000002e-06,-1.922515363737142e-07,1.9225153637370432e-07,-9.873227791432938e-21
1.269e-06,-1.971070502869249e-07,1.97107050286915e-07,-9.899697571034635e-21
1.2700000000000001e-06,-1.9225639188762744e-07,1.9225639188761754e-07,-9.899697571034635e-21
1.271e-06,-1.8740573348832997e-07,1.8740573348832007e-07,-9.899697571034635e-21
1.272e-06,-1.825550750890325e-07,1.825550750890226e-07,-9.899697571034635e-21
1.2730000000000001e-06,-1.7770441668973503e-07,1.7770441668972513e-07,-9.899697571034635e-21
1.274e-06,-1.7285375829043756e-07,1.7285375829042766e-07,-9.899697571034635e-21
1.275e-06,-1.6800309989114008e-07,1.6800309989113018e-07,-9.899697571034635e-21
1.2760000000000001e-06,-1.6315244149184261e-07,1.6315244149183271e-07,-9.899697571034635e-21
1.277e-06,-1.5830178309254514e-07,1.5830178309253524e-07,-9.899697571034635e-21
1.278e-06,-1.5345112469324767e-07,1.5345112469323777e-07,-9.899697571034635e-21
1.2790000000000002e-06,-1.486004662939502e-07,1.486004662939403e-07,-9.899697571034635e-21
1.28e-06,-1.4374980789465273e-07,1.4374980789464283e-07,-9.899697571034635e-21
1.281e-06,-1.3889914949535526e-07,1.3889914949534536e-07,-9.899697571034635e-21
1.2820000000000002e-06,-1.340484910960578e-07,1.340484910960479e-07,-9.899697571034635e-21
1.283e-06,-1.2919783269676032e-07,1.2919783269675045e-07,-9.873227791432938e-21
1.2840000000000001e-06,-1.2434717429746285e-07,1.2434717429745297e-07,-9.873227791432938e-21
1.285e-06,-1.1949651589816538e-07,1.194965158981555e-07,-9.873227791432938e-21
1.286e-06,-1.1464585749886788e-07,1.1464585749885802e-07,-9.85999290163209e-21
1.2870000000000001e-06,-1.0979519909957041e-07,1.0979519909956055e-07,-9.85999290163209e-21
1.288e-06,-1.0494454070027298e-07,1.0494454070026308e-07,-9.899697571034635e-21
1.289e-06,-1.0009388230097556e-07,1.0009388230096561e-07,-9.952637130238029e-21
1.2900000000000001e-06,-9.524322390167814e-08,9.524322390166814e-08,-1.0005576689441423e-20
1.291e-06,-9.039256550238072e-08,9.039256550237068e-08,-1.0045281358843968e-20
1.292e-06,-8.554190710308331e-08,8.554190710307321e-08,-1.0098220918047362e-20
1.2930000000000002e-06,-8.069124870378589e-08,8.069124870377574e-08,-1.0151160477250756e-20
1.294e-06,-7.584059030448847e-08,7.584059030447827e-08,-1.020410003645415e-20
1.295e-06,-7.098993190519105e-08,7.09899319051808e-08,-1.0257039595657543e-20
1.2960000000000002e-06,-6.613927350589364e-08,6.613927350588333e-08,-1.0309979154860937e-20
1.297e-06,-6.128861510659622e-08,6.128861510658586e-08,-1.036291871406433e-20
1.2980000000000001e-06,-5.643795670729875e-08,5.6437956707288384e-08,-1.036291871406433e-20
1.2990000000000002e-06,-5.1587298308001276e-08,5.1587298307990914e-08,-1.036291871406433e-20
1.3e-06,-4.6736639908703806e-08,4.673663990869344e-08,-1.036291871406433e-20
1.3010000000000001e-06,-4.1885981509406335e-08,4.188598150939597e-08,-1.036291871406433e-20
1.302e-06,-3.7035323110108864e-08,3.70353231100985e-08,-1.036291871406433e-20
1.303e-06,-3.2184664710811394e-08,3.218466471080103e-08,-1.036291871406433e-20
1.3040000000000001e-06,-2.7334006311513916e-08,2.7334006311503563e-08,-1.0352992546713694e-20
1.305e-06,-2.2483347912216445e-08,2.2483347912206096e-08,-1.0349683824263482e-20
1.306e-06,-1.763268951291898e-08,1.7632689512908625e-08,-1.0356301269163906e-20
1.3070000000000001e-06,-1.2782031113621517e-08,1.2782031113611154e-08,-1.036291871406433e-20
1.308e-06,-7.931372714324053e-09,7.931372714313684e-09,-1.0369536158964755e-20
1.309e-06,-3.080714315026584e-09,3.0807143150162145e-09,-1.0369536158964755e-20
1.3100000000000002e-06,1.769944084270885e-09,-1.7699440842812554e-09,-1.0370363339577308e-20
1.311e-06,-3.0758636566272893e-09,3.0758636566169173e-09,-1.0372017700802414e-20
1.312e-06,-7.921671397525467e-09,7.92167139751509e-09,-1.0376153603865179e-20
1.3130000000000002e-06,-1.2767479138423641e-08,1.2767479138413262e-08,-1.0379462326315391e-20
1.314e-06,-1.7613286879321816e-08,1.7613286879311436e-08,-1.0379462326315391e-20
1.3150000000000001e-06,-2.245909462021999e-08,2.2459094620209607e-08,-1.0382771048765603e-20
1.316e-06,-2.7304902361118164e-08,2.730490236110778e-08,-1.0382771048765603e-20
1.317e-06,-3.2150710102016345e-08,3.2150710102005956e-08,-1.0389388493666028e-20
1.3180000000000001e-06,-3.699651784291452e-08,3.6996517842904123e-08,-1.0396005938566452e-20
1.319e-06,-4.1842325583812694e-08,4.18423255838023e-08,-1.0396005938566452e-20
1.32e-06,-4.668813332471087e-08,4.668813332470047e-08,-1.0396005938566452e-20
1.3210000000000001e-06,-5.1533941065609056e-08,5.1533941065598646e-08,-1.04092408283673e-20
1.322e-06,-5.637974880650724e-08,5.6379748806496814e-08,-1.0429093163068573e-20
1.323e-06,-6.122555654740546e-08,6.122555654739499e-08,-1.0468797832471118e-20
1.3240000000000002e-06,-6.607136428830367e-08,6.607136428829316e-08,-1.0508502501873664e-20
1.325e-06,-7.091717202920189e-08,7.091717202919134e-08,-1.0548207171276209e-20
1.326e-06,-7.57629797701001e-08,7.576297977008951e-08,-1.0587911840678754e-20
1.3270000000000002e-06,-8.060878751099831e-08,8.060878751098769e-08,-1.06276165100813e-20
1.328e-06,-8.545459525189653e-08,8.545459525188585e-08,-1.0680556069284693e-20
1.3290000000000001e-06,-9.030040299279474e-08,9.030040299278402e-08,-1.0720260738687239e-20
1.3300000000000002e-06,-9.514621073369296e-08,9.51462107336822e-08,-1.0759965408089784e-20
1.331e-06,-9.999201847459117e-08,9.999201847458037e-08,-1.079967007749233e-20
1.3320000000000001e-06,-1.0483782621548938e-07,1.0483782621547854e-07,-1.0839374746894875e-20
1.333e-06,-1.0968363395638756e-07,1.0968363395637672e-07,-1.0839374746894875e-20
1.334e-06,-1.1452944169728572e-07,1.1452944169727489e-07,-1.0826139857094026e-20
1.3350000000000001e-06,-1.193752494381839e-07,1.1937524943817305e-07,-1.0852609636695723e-20
1.336e-06,-1.2422105717908207e-07,1.2422105717907124e-07,-1.0826139857094026e-20
1.337e-06,-1.2906686491998023e-07,1.290668649199694e-07,-1.0826139857094026e-20
