time_s,p_hull_kg_m_s,p_photon_kg_m_s,p_total_kg_m_s
2.606e-06,-7.652679854685268e-08,7.652679854683866e-08,-1.40157482990985e-20
2.607e-06,-7.18289791755751e-08,7.182897917556107e-08,-1.402898318889935e-20
2.6080000000000003e-06,-6.713115980429752e-08,6.713115980428347e-08,-1.4042218078700198e-20
2.6090000000000003e-06,-6.243334043301993e-08,6.243334043300588e-08,-1.4055452968501046e-20
2.61e-06,-5.7735521061742354e-08,5.773552106172829e-08,-1.406207041340147e-20
2.611e-06,-5.303770169046477e-08,5.30377016904507e-08,-1.407530530320232e-20
2.612e-06,-4.833988231918718e-08,4.83398823191731e-08,-1.407530530320232e-20
2.6130000000000002e-06,-4.364206294790958e-08,4.3642062947895514e-08,-1.4068687858301895e-20
2.6140000000000003e-06,-3.894424357663199e-08,3.894424357661792e-08,-1.4068687858301895e-20
2.6150000000000004e-06,-3.4246424205354394e-08,3.4246424205340325e-08,-1.4068687858301895e-20
2.616e-06,-2.9548604834076792e-08,2.9548604834062737e-08,-1.4055452968501046e-20
2.617e-06,-2.4850785462799198e-08,2.4850785462785142e-08,-1.4055452968501046e-20
2.618e-06,-2.0152966091521603e-08,2.015296609150755e-08,-1.4052144246050834e-20
2.6190000000000003e-06,-1.545514672024401e-08,1.545514672022996e-08,-1.4048835523600622e-20
2.6200000000000003e-06,-1.0757327348966427e-08,1.0757327348952368e-08,-1.4058761690951258e-20
2.621e-06,-6.059507977688846e-09,6.0595079776747754e-09,-1.4070342219527e-20
2.622e-06,-1.3616886064112578e-09,1.3616886063971833e-09,-1.4074478122589766e-20
2.623e-06,-6.054810158317581e-09,6.054810158303498e-09,-1.4082749928715296e-20
2.624e-06,-1.0747931710223904e-08,1.0747931710209812e-08,-1.409184891545338e-20
2.6250000000000003e-06,-1.5441053262130214e-08,1.544105326211613e-08,-1.4085231470552955e-20
2.6260000000000004e-06,-2.0134174814036517e-08,2.013417481402244e-08,-1.407530530320232e-20
2.627e-06,-2.482729636594282e-08,2.4827296365928758e-08,-1.406207041340147e-20
2.628e-06,-2.9520417917849136e-08,2.952041791783507e-08,-1.4065379135851683e-20
2.629e-06,-3.421353946975546e-08,3.4213539469741384e-08,-1.407530530320232e-20
2.6300000000000002e-06,-3.8906661021661776e-08,3.89066610216477e-08,-1.407530530320232e-20
2.6310000000000003e-06,-4.359978257356809e-08,4.359978257355402e-08,-1.407530530320232e-20
2.632e-06,-4.829290412547441e-08,4.829290412546033e-08,-1.407530530320232e-20
2.633e-06,-5.298602567738074e-08,5.298602567736664e-08,-1.4095157637903592e-20
2.634e-06,-5.767914722928707e-08,5.767914722927296e-08,-1.410839252770444e-20
2.635e-06,-6.23722687811934e-08,6.237226878117928e-08,-1.4121627417505288e-20
2.6360000000000003e-06,-6.706539033309973e-08,6.706539033308559e-08,-1.4134862307306137e-20
2.6370000000000003e-06,-7.175851188500606e-08,7.175851188499191e-08,-1.4148097197106985e-20
2.638e-06,-7.645163343691239e-08,7.645163343689823e-08,-1.4161332086907834e-20
2.639e-06,-8.114475498881872e-08,8.114475498880453e-08,-1.418780186650953e-20
2.64e-06,-8.583787654072505e-08,8.583787654071084e-08,-1.420103675631038e-20
2.641e-06,-9.053099809263138e-08,9.053099809261716e-08,-1.4214271646111228e-20
2.6420000000000003e-06,-9.52241196445377e-08,9.522411964452348e-08,-1.4227506535912076e-20
2.6430000000000004e-06,-9.991724119644403e-08,9.99172411964298e-08,-1.4240741425712924e-20
2.644e-06,-1.0461036274835036e-07,1.0461036274833611e-07,-1.4253976315513773e-20
2.645e-06,-1.0930348430025665e-07,1.0930348430024243e-07,-1.4227506535912076e-20
2.646e-06,-1.1399660585216296e-07,1.1399660585214874e-07,-1.4214271646111228e-20
2.6470000000000002e-06,-1.1868972740406926e-07,1.1868972740405505e-07,-1.4214271646111228e-20
2.6480000000000003e-06,-1.233828489559756e-07,1.2338284895596138e-07,-1.4214271646111228e-20
2.649e-06,-1.280759705078819e-07,1.2807597050786768e-07,-1.4214271646111228e-20
2.65e-06,-1.327690920597882e-07,1.32769092059774e-07,-1.418780186650953e-20
2.651e-06,-1.374622136116945e-07,1.374622136116803e-07,-1.418780186650953e-20
2.652e-06,-1.421553351636008e-07,1.4215533516358662e-07,-1.418780186650953e-20
2.6530000000000003e-06,-1.468484567155071e-07,1.4684845671549294e-07,-1.4161332086907834e-20
2.6540000000000003e-06,-1.515415782674134e-07,1.5154157826739925e-07,-1.4161332086907834e-20
2.655e-06,-1.562346998193197e-07,1.5623469981930558e-07,-1.4134862307306137e-20
2.656e-06,-1.6092782137122602e-07,1.6092782137121188e-07,-1.4134862307306137e-20
2.657e-06,-1.6562094292313232e-07,1.656209429231182e-07,-1.410839252770444e-20
2.6580000000000002e-06,-1.7031406447503862e-07,1.7031406447502451e-07,-1.410839252770444e-20
2.6590000000000003e-06,-1.7500718602694493e-07,1.7500718602693082e-07,-1.410839252770444e-20
2.6600000000000004e-06,-1.7970030757885123e-07,1.7970030757883715e-07,-1.4081922748102743e-20
2.661e-06,-1.8439342913075753e-07,1.8439342913074345e-07,-1.4081922748102743e-20
2.662e-06,-1.8908655068266383e-07,1.8908655068264978e-07,-1.4055452968501046e-20
2.663e-06,-1.9377967223457014e-07,1.9377967223455608e-07,-1.4055452968501046e-20
2.6640000000000002e-06,-1.8909124380421574e-07,1.8909124380420168e-07,-1.4055452968501046e-20
2.6650000000000003e-06,-1.8440281537386134e-07,1.8440281537384726e-07,-1.4081922748102743e-20
2.666e-06,-1.7971438694350694e-07,1.7971438694349286e-07,-1.4081922748102743e-20
2.667e-06,-1.7502595851315255e-07,1.7502595851313846e-07,-1.4081922748102743e-20
2.668e-06,-1.7033753008279815e-07,1.7033753008278404e-07,-1.410839252770444e-20
2.669e-06,-1.6564910165244375e-07,1.6564910165242964e-07,-1.410839252770444e-20
2.6700000000000003e-06,-1.6096067322208935e-07,1.6096067322207522e-07,-1.4134862307306137e-20
2.6710000000000003e-06,-1.5627224479173495e-07,1.5627224479172082e-07,-1.4134862307306137e-20
2.672e-06,-1.5158381636138056e-07,1.5158381636136642e-07,-1.4134862307306137e-20
2.673e-06,-1.4689538793102616e-07,1.46895387931012e-07,-1.4161332086907834e-20
2.674e-06,-1.4220695950067176e-07,1.422069595006576e-07,-1.4161332086907834e-20
2.6750000000000002e-06,-1.3751853107031736e-07,1.3751853107030317e-07,-1.418780186650953e-20
2.6760000000000003e-06,-1.3283010263996296e-07,1.3283010263994878e-07,-1.418780186650953e-20
2.6770000000000004e-06,-1.2814167420960857e-07,1.2814167420959438e-07,-1.418780186650953e-20
2.678e-06,-1.2345324577925417e-07,1.2345324577923995e-07,-1.4214271646111228e-20
2.679e-06,-1.1876481734889974e-07,1.1876481734888554e-07,-1.420103675631038e-20
2.68e-06,-1.1407638891854534e-07,1.1407638891853114e-07,-1.420103675631038e-20
2.6810000000000003e-06,-1.093879604881909e-07,1.0938796048817673e-07,-1.4161332086907834e-20
2.6820000000000003e-06,-1.0469953205783651e-07,1.0469953205782232e-07,-1.418780186650953e-20
2.683e-06,-1.0001110362748211e-07,1.0001110362746791e-07,-1.420103675631038e-20
2.684e-06,-9.532267519712771e-08,9.53226751971135e-08,-1.4214271646111228e-20
2.685e-06,-9.063424676677331e-08,9.06342467667591e-08,-1.4214271646111228e-20
2.686e-06,-8.594581833641892e-08,8.594581833640469e-08,-1.4227506535912076e-20
2.6870000000000003e-06,-8.125738990606452e-08,8.125738990605028e-08,-1.4240741425712924e-20
2.6880000000000004e-06,-7.656896147571012e-08,7.656896147569587e-08,-1.4253976315513773e-20
2.689e-06,-7.188053304535572e-08,7.188053304534146e-08,-1.426721120531462e-20
2.69e-06,-6.719210461500132e-08,6.719210461498704e-08,-1.428044609511547e-20
2.691e-06,-6.250367618464693e-08,6.250367618463265e-08,-1.428044609511547e-20
2.6920000000000002e-06,-5.781524775429253e-08,5.7815247754278235e-08,-1.4293680984916318e-20
2.6930000000000003e-06,-5.312681932393813e-08,5.3126819323923824e-08,-1.4306915874717167e-20
2.694e-06,-4.843839089358372e-08,4.843839089356941e-08,-1.4306915874717167e-20
2.695e-06,-4.374996246322931e-08,4.374996246321501e-08,-1.4300298429816742e-20
2.696e-06,-3.90615340328749e-08,3.9061534032860597e-08,-1.4300298429816742e-20
2.697e-06,-3.4373105602520486e-08,3.437310560250619e-08,-1.4293680984916318e-20
2.6980000000000003e-06,-2.9684677172166068e-08,2.968467717215178e-08,-1.4287063540015894e-20
2.6990000000000003e-06,-2.4996248741811656e-08,2.4996248741797373e-08,-1.4283754817565682e-20
2.7e-06,-2.0307820311457245e-08,2.0307820311442965e-08,-1.428044609511547e-20
2.701e-06,-1.5619391881102834e-08,1.5619391881088553e-08,-1.428044609511547e-20
2.702e-06,-1.0930963450748436e-08,1.0930963450734145e-08,-1.4290372262466106e-20
2.703e-06,-6.242535020394038e-09,6.242535020379737e-09,-1.4301125610429295e-20
2.7040000000000003e-06,-1.5541065900396332e-09,1.5541065900253279e-09,-1.430526151349206e-20
2.7050000000000004e-06,-6.2378465919636956e-09,6.237846591949382e-09,-1.431353331961759e-20
2.706e-06,-1.0921586593887758e-08,1.0921586593873436e-08,-1.432180512574312e-20
2.707e-06,-1.5605326595811807e-08,1.560532659579749e-08,-1.4316842042067803e-20
2.708e-06,-2.028906659773585e-08,2.0289066597721543e-08,-1.4306915874717167e-20
2.7090000000000002e-06,-2.49728065996599e-08,2.49728065996456e-08,-1.4300298429816742e-20
2.7100000000000003e-06,-2.9656546601583948e-08,2.9656546601569654e-08,-1.4293680984916318e-20
2.711e-06,-3.4340286603508004e-08,3.434028660349371e-08,-1.4293680984916318e-20
2.712e-06,-3.902402660543205e-08,3.902402660541776e-08,-1.4293680984916318e-20
2.713e-06,-4.37077666073561e-08,4.3707766607341815e-08,-1.4287063540015894e-20
2.714e-06,-4.839150660928015e-08,4.839150660926587e-08,-1.428044609511547e-20
2.7150000000000003e-06,-5.307524661120423e-08,5.307524661118992e-08,-1.4306915874717167e-20
2.7160000000000003e-06,-5.775898661312829e-08,5.7758986613113976e-08,-1.431353331961759e-20
2.717e-06,-6.244272661505235e-08,6.244272661503803e-08,-1.4320150764518015e-20
2.718e-06,-6.712646661697641e-08,6.712646661696208e-08,-1.4333385654318864e-20
2.719e-06,-7.181020661890048e-08,7.181020661888614e-08,-1.4333385654318864e-20
2.7200000000000002e-06,-7.649394662082454e-08,7.649394662081019e-08,-1.4346620544119712e-20
2.7210000000000003e-06,-8.11776866227486e-08,8.117768662273424e-08,-1.435985543392056e-20
2.7220000000000004e-06,-8.586142662467266e-08,8.58614266246583e-08,-1.435985543392056e-20
2.723e-06,-9.054516662659673e-08,9.054516662658235e-08,-1.437309032372141e-20
2.724e-06,-9.522890662852079e-08,9.522890662850642e-08,-1.437309032372141e-20
2.725e-06,-9.991264663044485e-08,9.991264663043047e-08,-1.4386325213522257e-20
2.7260000000000002e-06,-1.0459638663236891e-07,1.0459638663235451e-07,-1.4399560103323106e-20
2.7270000000000003e-06,-1.0928012663429296e-07,1.0928012663427858e-07,-1.4386325213522257e-20
2.728e-06,-1.1396386663621703e-07,1.1396386663620263e-07,-1.4399560103323106e-20
2.729e-06,-1.1864760663814109e-07,1.1864760663812669e-07,-1.4399560103323106e-20
2.73e-06,-1.2333134664006512e-07,1.2333134664005072e-07,-1.4399560103323106e-20
2.731e-06,-1.2801508664198919e-07,1.280150866419748e-07,-1.4399560103323106e-20
2.7320000000000003e-06,-1.3269882664391325e-07,1.3269882664389885e-07,-1.4399560103323106e-20
2.7330000000000003e-06,-1.373825666458373e-07,1.3738256664582289e-07,-1.4426029882924803e-20
2.734e-06,-1.4206630664776137e-07,1.4206630664774695e-07,-1.4426029882924803e-20
2.735e-06,-1.4675004664968544e-07,1.46750046649671e-07,-1.4426029882924803e-20
2.736e-06,-1.514337866516095e-07,1.5143378665159507e-07,-1.4426029882924803e-20
2.7370000000000002e-06,-1.5611752665353356e-07,1.561175266535191e-07,-1.44524996625265e-20
2.7380000000000003e-06,-1.6080126665545762e-07,1.6080126665544317e-07,-1.44524996625265e-20
2.7390000000000004e-06,-1.6548500665738169e-07,1.6548500665736723e-07,-1.44524996625265e-20
2.74e-06,-1.7016874665930575e-07,1.7016874665929127e-07,-1.4478969442128196e-20
2.741e-06,-1.748524866612298e-07,1.7485248666121533e-07,-1.4478969442128196e-20
2.742e-06,-1.7953622666315387e-07,1.795362266631394e-07,-1.4478969442128196e-20
2.7430000000000002e-06,-1.8421996666507794e-07,1.8421996666506343e-07,-1.4505439221729893e-20
2.7440000000000003e-06,-1.88903706667002e-07,1.889037066669875e-07,-1.4505439221729893e-20
2.745e-06,-1.9358744666892606e-07,1.9358744666891155e-07,-1.4505439221729893e-20
2.746e-06,-1.889083904070039e-07,1.8890839040698943e-07,-1.4478969442128196e-20
2.747e-06,-1.8422933414508176e-07,1.8422933414506728e-07,-1.4478969442128196e-20
2.748e-06,-1.795502778831596e-07,1.7955027788314515e-07,-1.44524996625265e-20
2.7490000000000003e-06,-1.7487122162123745e-07,1.7487122162122303e-07,-1.4426029882924803e-20
2.7500000000000004e-06,-1.701921653593153e-07,1.701921653593009e-07,-1.4399560103323106e-20
2.751e-06,-1.6551310909739315e-07,1.6551310909737878e-07,-1.437309032372141e-20
2.752e-06,-1.60834052835471e-07,1.6083405283545663e-07,-1.437309032372141e-20
2.753e-06,-1.5615499657354885e-07,1.561549965735345e-07,-1.4346620544119712e-20
2.7540000000000002e-06,-1.514759403116267e-07,1.5147594031161238e-07,-1.4320150764518015e-20
2.7550000000000003e-06,-1.4679688404970455e-07,1.4679688404969025e-07,-1.4293680984916318e-20
2.7560000000000004e-06,-1.421178277877824e-07,1.4211782778776813e-07,-1.426721120531462e-20
2.757e-06,-1.3743877152586024e-07,1.3743877152584598e-07,-1.426721120531462e-20
2.758e-06,-1.327597152639381e-07,1.3275971526392385e-07,-1.4240741425712924e-20
2.759e-06,-1.2808065900201594e-07,1.2808065900200173e-07,-1.4214271646111228e-20
2.7600000000000003e-06,-1.234016027400938e-07,1.234016027400796e-07,-1.418780186650953e-20
2.7610000000000003e-06,-1.1872254647817166e-07,1.1872254647815748e-07,-1.418780186650953e-20
2.762e-06,-1.1404349021624951e-07,1.1404349021623534e-07,-1.4174566976708682e-20
2.763e-06,-1.0936443395432736e-07,1.0936443395431321e-07,-1.4148097197106985e-20
2.764e-06,-1.0468537769240525e-07,1.0468537769239107e-07,-1.4174566976708682e-20
2.765e-06,-1.0000632143048312e-07,1.0000632143046895e-07,-1.4174566976708682e-20
2.7660000000000003e-06,-9.5327265168561e-08,9.532726516854682e-08,-1.4174566976708682e-20
2.7670000000000004e-06,-9.064820890663887e-08,9.064820890662469e-08,-1.418780186650953e-20
2.768e-06,-8.596915264471675e-08,8.596915264470256e-08,-1.418780186650953e-20
2.769e-06,-8.129009638279462e-08,8.129009638278042e-08,-1.420103675631038e-20
2.77e-06,-7.66110401208725e-08,7.66110401208583e-08,-1.420103675631038e-20
2.7710000000000002e-06,-7.193198385895037e-08,7.193198385893617e-08,-1.420103675631038e-20
2.7720000000000003e-06,-6.725292759702825e-08,6.725292759701403e-08,-1.4214271646111228e-20
2.773e-06,-6.257387133510612e-08,6.257387133509191e-08,-1.4214271646111228e-20
2.774e-06,-5.7894815073184e-08,5.789481507316978e-08,-1.4220889091011652e-20
2.775e-06,-5.321575881126187e-08,5.3215758811247645e-08,-1.4227506535912076e-20
2.776e-06,-4.8536702549339735e-08,4.853670254932552e-08,-1.4214271646111228e-20
2.7770000000000003e-06,-4.3857646287417596e-08,4.385764628740339e-08,-1.4207654201210803e-20
2.7780000000000003e-06,-3.917859002549546e-08,3.917859002548126e-08,-1.420103675631038e-20
2.779e-06,-3.449953376357332e-08,3.449953376355913e-08,-1.418780186650953e-20
2.78e-06,-2.982047750165118e-08,2.9820477501637e-08,-1.4181184421609106e-20
2.781e-06,-2.5141421239729037e-08,2.514142123971487e-08,-1.4167949531808258e-20
2.7820000000000002e-06,-2.04623649778069e-08,2.0462364977792737e-08,-1.4161332086907834e-20
2.7830000000000003e-06,-1.5783308715884767e-08,1.578330871587061e-08,-1.4158023364457622e-20
2.7840000000000004e-06,-1.1104252453962648e-08,1.1104252453948479e-08,-1.4169603893033364e-20
2.785e-06,-6.42519619204053e-09,6.425196192026349e-09,-1.4181184421609106e-20
2.786e-06,-1.746139930118405e-09,1.7461399301042188e-09,-1.4186147505284425e-20
2.787e-06,-6.420517135778624e-09,6.420517135764427e-09,-1.4196900853247614e-20
2.7880000000000002e-06,-1.1094894341438842e-08,1.1094894341424635e-08,-1.4207654201210803e-20
2.7890000000000003e-06,-1.5769271547099048e-08,1.5769271547084844e-08,-1.420434547876059e-20
2.79e-06,-2.0443648752759247e-08,2.0443648752745052e-08,-1.4194419311409955e-20
2.791e-06,-2.5118025958419452e-08,2.5118025958405258e-08,-1.4194419311409955e-20
2.792e-06,-2.9792403164079665e-08,2.9792403164065467e-08,-1.4197728033860167e-20
2.793e-06,-3.446678036973987e-08,3.4466780369725676e-08,-1.4194419311409955e-20
2.7940000000000003e-06,-3.9141157575400076e-08,3.914115757538588e-08,-1.4194419311409955e-20
2.7950000000000003e-06,-4.381553478106028e-08,4.381553478104609e-08,-1.418780186650953e-20
2.796e-06,-4.8489911986720487e-08,4.84899119867063e-08,-1.418780186650953e-20
2.797e-06,-5.3164289192380705e-08,5.3164289192366504e-08,-1.420103675631038e-20
2.798e-06,-5.783866639804094e-08,5.7838666398026716e-08,-1.4220889091011652e-20
2.7990000000000002e-06,-6.251304360370117e-08,6.251304360368693e-08,-1.4240741425712924e-20
2.8000000000000003e-06,-6.71874208093614e-08,6.718742080934713e-08,-1.426721120531462e-20
2.8010000000000004e-06,-7.186179801502163e-08,7.186179801500734e-08,-1.4293680984916318e-20
2.802e-06,-7.653617522068187e-08,7.653617522066755e-08,-1.4320150764518015e-20
2.803e-06,-8.12105524263421e-08,8.121055242632775e-08,-1.4346620544119712e-20
2.804e-06,-8.588492963200233e-08,8.588492963198797e-08,-1.435985543392056e-20
2.8050000000000002e-06,-9.055930683766256e-08,9.055930683764817e-08,-1.4386325213522257e-20
2.8060000000000003e-06,-9.523368404332279e-08,9.523368404330838e-08,-1.4412794993123954e-20
2.807e-06,-9.990806124898303e-08,9.990806124896859e-08,-1.443926477272565e-20
2.808e-06,-1.0458243845464326e-07,1.0458243845462879e-07,-1.4465734552327348e-20
2.809e-06,-1.0925681566030348e-07,1.09256815660289e-07,-1.4478969442128196e-20
2.81e-06,-1.1393119286596366e-07,1.1393119286594922e-07,-1.443926477272565e-20
2.8110000000000003e-06,-1.1860557007162383e-07,1.1860557007160942e-07,-1.4412794993123954e-20
2.8120000000000004e-06,-1.2327994727728404e-07,1.2327994727726961e-07,-1.4426029882924803e-20
2.813e-06,-1.2795432448294422e-07,1.2795432448292985e-07,-1.437309032372141e-20
2.814e-06,-1.326287016886044e-07,1.3262870168859005e-07,-1.4346620544119712e-20
2.815e-06,-1.3730307889426458e-07,1.3730307889425026e-07,-1.4320150764518015e-20
2.8160000000000002e-06,-1.4197745609992476e-07,1.4197745609991046e-07,-1.4293680984916318e-20
2.8170000000000003e-06,-1.4665183330558493e-07,1.4665183330557067e-07,-1.426721120531462e-20
2.8180000000000004e-06,-1.5132621051124511e-07,1.5132621051123087e-07,-1.4240741425712924e-20
2.819e-06,-1.560005877169053e-07,1.5600058771689108e-07,-1.4214271646111228e-20
2.82e-06,-1.6067496492256547e-07,1.6067496492255128e-07,-1.418780186650953e-20
2.821e-06,-1.6534934212822565e-07,1.653493421282115e-07,-1.4161332086907834e-20
2.8220000000000003e-06,-1.7002371933388583e-07,1.700237193338717e-07,-1.4134862307306137e-20
2.8230000000000003e-06,-1.74698096539546e-07,1.7469809653953193e-07,-1.4081922748102743e-20
2.824e-06,-1.793724737452062e-07,1.7937247374519213e-07,-1.4055452968501046e-20
2.825e-06,-1.8404685095086637e-07,1.8404685095085234e-07,-1.402898318889935e-20
2.826e-06,-1.8872122815652655e-07,1.8872122815651254e-07,-1.4002513409297652e-20
2.827e-06,-1.9339560536218673e-07,1.9339560536217275e-07,-1.3976043629695956e-20
2.8280000000000003e-06,-1.8872590253373214e-07,1.887259025337182e-07,-1.394957385009426e-20
2.8290000000000004e-06,-1.8405619970527756e-07,1.8405619970526366e-07,-1.3896634290890865e-20
2.83e-06,-1.7938649687682298e-07,1.793864968768091e-07,-1.3870164511289168e-20
2.831e-06,-1.747167940483684e-07,1.7471679404835455e-07,-1.384369473168747e-20
2.832e-06,-1.7004709121991381e-07,1.700470912199e-07,-1.3817224952085774e-20
2.8330000000000002e-06,-1.6537738839145923e-07,1.6537738839144547e-07,-1.376428539288238e-20
2.8340000000000003e-06,-1.6070768556300465e-07,1.607076855629909e-07,-1.3737815613280684e-20
2.8350000000000004e-06,-1.5603798273455007e-07,1.5603798273453636e-07,-1.3711345833678987e-20
2.836e-06,-1.5136827990609548e-07,1.5136827990608183e-07,-1.3658406274475593e-20
2.837e-06,-1.466985770776409e-07,1.4669857707762727e-07,-1.3631936494873896e-20
2.838e-06,-1.4202887424918632e-07,1.4202887424917271e-07,-1.36054667152722e-20
2.8390000000000003e-06,-1.3735917142073174e-07,1.3735917142071819e-07,-1.3552527156068805e-20
2.8400000000000003e-06,-1.3268946859227716e-07,1.3268946859226363e-07,-1.3526057376467109e-20
2.841e-06,-1.2801976576382257e-07,1.2801976576380907e-07,-1.3499587596865412e-20
2.842e-06,-1.23350062935368e-07,1.2335006293535454e-07,-1.3446648037662018e-20
2.843e-06,-1.1868036010691344e-07,1.1868036010689999e-07,-1.3446648037662018e-20
2.8440000000000002e-06,-1.1401065727845885e-07,1.1401065727844543e-07,-1.3420178258060321e-20
2.8450000000000003e-06,-1.0934095445000427e-07,1.0934095444999089e-07,-1.3380473588657776e-20
2.8460000000000004e-06,-1.0467125162154973e-07,1.0467125162153635e-07,-1.3380473588657776e-20
2.847e-06,-1.000015487930952e-07,1.0000154879308179e-07,-1.3406943368259473e-20
2.848e-06,-9.533184596464067e-08,9.533184596462725e-08,-1.3420178258060321e-20
2.849e-06,-9.066214313618614e-08,9.06621431361727e-08,-1.343341314786117e-20
2.8500000000000002e-06,-8.599244030773161e-08,8.599244030771815e-08,-1.3459882927462866e-20
2.8510000000000003e-06,-8.132273747927708e-08,8.132273747926361e-08,-1.3473117817263715e-20
2.852e-06,-7.665303465082255e-08,7.665303465080905e-08,-1.3499587596865412e-20
2.853e-06,-7.198333182236802e-08,7.198333182235451e-08,-1.351282248666626e-20
2.854e-06,-6.731362899391349e-08,6.731362899389997e-08,-1.3526057376467109e-20
2.855e-06,-6.264392616545896e-08,6.264392616544541e-08,-1.3552527156068805e-20
2.8560000000000003e-06,-5.7974223337004434e-08,5.797422333699087e-08,-1.3565762045869654e-20
2.8570000000000003e-06,-5.3304520508549905e-08,5.330452050853632e-08,-1.3585614380570927e-20
2.858e-06,-4.863481768009535e-08,4.863481768008177e-08,-1.3578996935670502e-20
2.859e-06,-4.3965114851640793e-08,4.396511485162723e-08,-1.3565762045869654e-20
2.86e-06,-3.929541202318624e-08,3.929541202317268e-08,-1.355914460096923e-20
2.8610000000000002e-06,-3.462570919473168e-08,3.462570919471813e-08,-1.3552527156068805e-20
2.8620000000000003e-06,-2.9956006366277126e-08,2.995600636626358e-08,-1.3545909711168381e-20
2.8630000000000004e-06,-2.5286303537822564e-08,2.5286303537809034e-08,-1.352936609891732e-20
2.864e-06,-2.0616600709368008e-08,2.0616600709354488e-08,-1.3519439931566684e-20
2.865e-06,-1.5946897880913452e-08,1.594689788089994e-08,-1.351282248666626e-20
2.866e-06,-1.1277195052458916e-08,1.1277195052445393e-08,-1.3522748654016896e-20
2.8670000000000002e-06,-6.60749222400438e-09,6.607492223990845e-09,-1.3535156363205192e-20
2.8680000000000003e-06,-1.9377893955498374e-09,1.9377893955362973e-09,-1.354011944688051e-20
2.869e-06,-6.602822521175937e-09,6.60282252116239e-09,-1.3546736891780934e-20
2.87e-06,-1.1267855646802037e-08,1.1267855646788484e-08,-1.3552527156068805e-20
2.871e-06,-1.5932888772428123e-08,1.5932888772414578e-08,-1.3545909711168381e-20
2.872e-06,-2.059792189805421e-08,2.059792189804067e-08,-1.3539292266267957e-20
2.8730000000000003e-06,-2.5262955023680296e-08,2.5262955023666764e-08,-1.3532674821367533e-20
2.8740000000000004e-06,-2.992798814930639e-08,2.992798814929286e-08,-1.3532674821367533e-20
2.875e-06,-3.4593021274932476e-08,3.459302127491895e-08,-1.3526057376467109e-20
2.876e-06,-3.925805440055856e-08,3.925805440054504e-08,-1.3519439931566684e-20
2.877e-06,-4.392308752618465e-08,4.3923087526171136e-08,-1.351282248666626e-20
2.8780000000000002e-06,-4.8588120651810736e-08,4.858812065179723e-08,-1.3506205041765836e-20
2.8790000000000003e-06,-5.325315377743685e-08,5.325315377742332e-08,-1.3526057376467109e-20
2.8800000000000004e-06,-5.791818690306296e-08,5.7918186903049416e-08,-1.3545909711168381e-20
2.881e-06,-6.258322002868907e-08,6.258322002867551e-08,-1.3565762045869654e-20
2.882e-06,-6.724825315431519e-08,6.72482531543016e-08,-1.359223182547135e-20
2.883e-06,-7.19132862799413e-08,7.19132862799277e-08,-1.36054667152722e-20
2.8840000000000003e-06,-7.657831940556741e-08,7.657831940555378e-08,-1.3631936494873896e-20
2.8850000000000003e-06,-8.124335253119353e-08,8.124335253117988e-08,-1.3645171384674745e-20
2.886e-06,-8.590838565681964e-08,8.590838565680597e-08,-1.367164116427644e-20
2.887e-06,-9.057341878244575e-08,9.057341878243207e-08,-1.368487605407729e-20
2.888e-06,-9.523845190807187e-08,9.523845190805815e-08,-1.3711345833678987e-20
2.889e-06,-9.990348503369798e-08,9.990348503368425e-08,-1.3724580723479835e-20
2.8900000000000003e-06,-1.0456851815932409e-07,1.0456851815931034e-07,-1.3751050503081532e-20
2.8910000000000004e-06,-1.0923355128495019e-07,1.0923355128493644e-07,-1.3751050503081532e-20
2.892e-06,-1.1389858441057628e-07,1.1389858441056253e-07,-1.3751050503081532e-20
2.893e-06,-1.1856361753620236e-07,1.1856361753618863e-07,-1.3737815613280684e-20
2.894e-06,-1.2322865066182842e-07,1.232286506618147e-07,-1.3711345833678987e-20
2.8950000000000002e-06,-1.278936837874545e-07,1.278936837874408e-07,-1.3711345833678987e-20
2.8960000000000003e-06,-1.325587169130806e-07,1.325587169130669e-07,-1.368487605407729e-20
2.8970000000000004e-06,-1.3722375003870668e-07,1.37223750038693e-07,-1.368487605407729e-20
2.898e-06,-1.4188878316433277e-07,1.4188878316431909e-07,-1.368487605407729e-20
2.899e-06,-1.4655381628995886e-07,1.4655381628994517e-07,-1.368487605407729e-20
2.9e-06,-1.5121884941558494e-07,1.5121884941557129e-07,-1.3658406274475593e-20
2.9010000000000003e-06,-1.5588388254121103e-07,1.5588388254119737e-07,-1.3658406274475593e-20
2.9020000000000003e-06,-1.6054891566683712e-07,1.6054891566682346e-07,-1.3658406274475593e-20
2.903e-06,-1.652139487924632e-07,1.6521394879244954e-07,-1.3658406274475593e-20
2.904e-06,-1.698789819180893e-07,1.6987898191807566e-07,-1.3631936494873896e-20
2.905e-06,-1.7454401504371538e-07,1.7454401504370174e-07,-1.3631936494873896e-20
2.9060000000000002e-06,-1.7920904816934146e-07,1.7920904816932783e-07,-1.3631936494873896e-20
2.9070000000000003e-06,-1.8387408129496755e-07,1.8387408129495392e-07,-1.3631936494873896e-20
2.9080000000000004e-06,-1.8853911442059364e-07,1.8853911442058003e-07,-1.36054667152722e-20
2.909e-06,-1.9320414754621972e-07,1.9320414754620612e-07,-1.36054667152722e-20
2.91e-06,-1.8854377945371922e-07,1.8854377945370564e-07,-1.3578996935670502e-20
