Time_s,ChassisPosition_m,ChassisVelocity_ms,ChassisMomentum_kgms,PacketPosition_m,PacketEnergy_J,SystemCenterOfMass_m,LorentzGamma,ThermalLoss_J,TotalEnergy_J
1.1799000000000766e-06,-9.888086814103523e-06,246.71842128535758,246718.42128544115,6.7022730739131635,73964321951041.92,-4.372353291016301e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1800000000000766e-06,-9.863414971974987e-06,246.71842128535758,246718.42128544115,6.672293852785006,73964321951041.92,-4.372353270712278e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1801000000000766e-06,-9.838743129846451e-06,246.71842128535758,246718.42128544115,6.642314631656848,73964321951041.92,-4.372353250408256e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1802000000000766e-06,-9.814071287717916e-06,246.71842128535758,246718.42128544115,6.612335410528691,73964321951041.92,-4.372353230104233e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1803000000000766e-06,-9.78939944558938e-06,246.71842128535758,246718.42128544115,6.582356189400533,73964321951041.92,-4.372353209800209e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1804000000000766e-06,-9.764727603460845e-06,246.71842128535758,246718.42128544115,6.552376968272376,73964321951041.92,-4.372353189496186e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1805000000000766e-06,-9.740055761332309e-06,246.71842128535758,246718.42128544115,6.522397747144218,73964321951041.92,-4.3723531691921635e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1806000000000766e-06,-9.715383919203773e-06,246.71842128535758,246718.42128544115,6.492418526016061,73964321951041.92,-4.372353148888141e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1807000000000766e-06,-9.690712077075238e-06,246.71842128535758,246718.42128544115,6.462439304887903,73964321951041.92,-4.3723531285841165e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1808000000000766e-06,-9.666040234946702e-06,246.71842128535758,246718.42128544115,6.432460083759746,73964321951041.92,-4.372353108280094e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1809000000000766e-06,-9.641368392818166e-06,246.71842128535758,246718.42128544115,6.402480862631588,73964321951041.92,-4.37235308797607e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1810000000000767e-06,-9.61669655068963e-06,246.71842128535758,246718.42128544115,6.372501641503431,73964321951041.92,-4.372353067672049e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1811000000000767e-06,-9.592024708561095e-06,246.71842128535758,246718.42128544115,6.342522420375273,73964321951041.92,-4.372353047368025e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1812000000000767e-06,-9.56735286643256e-06,246.71842128535758,246718.42128544115,6.3125431992471155,73964321951041.92,-4.372353027064002e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1813000000000767e-06,-9.542681024304024e-06,246.71842128535758,246718.42128544115,6.282563978118958,73964321951041.92,-4.372353006759978e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
1.1814000000000767e-06,-9.518009182175488e-06,246.71842128535758,246718.42128544115,6.2525847569908,73964321951041.92,-4.372352986455956e-06,1.0000000000003386,76035772792832.0,8.987566787380694e+19
